発話者2,応答者2,対話行為,対話行為2,感情
自分の長所っていうところっていうのはあると思うんだけど、人と比べて、突出した部分がないんだよね。冷静に考えて、あ、自分にやっぱり欠けてる部分あるかもとかって思う。でもー、そうやってさ、なんか投げ出すのは嫌だからー、変わりたいと思ってるんだけどさ。なかなか難しいよね。,まあね、難しいよねー。,共感,共感,悲しみ
工学部の院生がマスコミに就職ってなんか違うよね。,違うよね。,共感,共感,怒り
研究って世界ってさ、普通の就職とさー、遠くなっていくと思わない？,うん。,共感,共感,悲しみ
院とかに進むと、下手に学歴があるように見えちゃうんだよね。でも中途半端だよねー。,中途半端だよー。,共感,共感,悲しみ
私もさ、就活するなら、そういう出版社関係やっぱ考えたんだって。,うん、いいじゃん。でもすごくいいと思う、私。,共感,共感,驚き
はー、私さ、お金もないし、もうさ、さすがに進学は厳しいかも。,あ、でもそれ気になるよね。,共感,共感,悲しみ
なんか今でもさ、学費だけ出してもらうだけでもさ、やっぱり悪いと思うもんね。,わかる。私もそう思う。,共感,共感,嫌悪
私自分の子ども、自分で育てたいじゃんね。うちの母親がそうだったからさー。で、子どもの手が離れたら、自分でまた働くなり、自分のさ、世界を持ってっていう感じだけどさ。,そういうのがいいよねー。ほんとにね。,共感,共感,信頼
先生さー、すてきじゃない？ほんと、すごい、ほんとねー。,すてきだね。,共感,共感,驚き
私かっこいい人好きなんだよ。あ、かっこいいーって思うんだけど。けど、その時点でもうなんかね、かっこいい人には相手にされないと思っちゃうから、,あ、でもわかる、その気持ち。,共感,共感,信頼
でもかっこいいーって思った人に対して、あ仲良くなったりとかってするんだけど、別になんかもう恋愛対象外だね。,あ、わかる。,共感,共感,悲しみ
かっこいい人っておそれ多いんだよ。,なんか近づきにくいよねー、私もそれはあるわ。,共感,共感,驚き
かっこいい人がいるとさ、この人は私なんかを相手にするわけないやーと思ってさ。,うーん、わかる、それ。,共感,共感,嫌悪
やっぱねー、理想は運動、運動できる人がいいよね。,いや、そうだよね、やっぱりそうだよね。,共感,共感,喜び
合コンする？,合コンしようよ。,共感,共感,期待
ともだちからいもづる式にこう男を紹介してもらおう。,そうそうそう。,共感,共感,期待
なんかやっぱり生活に潤いがあった方がいいじゃん。,ねえ、そうよね。,共感,共感,悲しみ
心に潤いをって大事よね。,潤いたいよね。,共感,共感,信頼
うーん、また出費の季節が来た。,ねー、いるよねー。,共感,共感,悲しみ
エビがなん十匹って送られてきて、今まで送られてきたことなくてなんかすごいさばくの大変。,大変やったやろ。,共感,共感,驚き
送ってきてくれた魚が、でっかくってー、んないうてもさばいたこととかもなくてー、大変やった。,大変だよねえ。そうだよねえ。,共感,共感,驚き
香川県のうどん屋は、１００円握りしめて、お釣りがきたりとかするからね。,すごいねー、いいねーほんと。,共感,共感,驚き
きゃー、うどん食べたい。,食べたーい。ツルツルのおいしいうどんが食べたーい。,共感,共感,期待
１人でキムチなべとかしてね。結構おいしいけど、なんか、一人鍋ってどうなんやろってすごい思う。,なんか、ふと我に返ったときにね。微妙にねって、なべ１人って微妙ーって。なるわ、うん。,共感,共感,驚き
鍋の具材にとり団子作って。１人なべだったら、とり団子もさ、２個、３個入れたらもう十分やろ。,そうそうそうそうそう。,共感,共感,期待
一人で鍋して余った、白菜とか半切りとか買ったってどうしよう、これって感じ。,食べれんよなー。,共感,共感,驚き
うちも毎年タイを送ってくれる人が。,いんじゃんいんじゃん。,共感,共感,信頼
お頭でどどーんとタイを毎年贈ってくれる人がいるの。,すごいじゃん。,共感,共感,驚き
すっごい私も嫌いなんよ、チョコの中になんか入ってるの。,そうそう。そうやー。,共感,共感,嫌悪
なんか、チョコの中からｍジャムみたいなんとか出てきた日にゃ、最悪の日って感じじゃない。,あー、もう、うわーってなるよね。,共感,共感,驚き
コーヒーって絶対いるやん。,そうそうそうそう。欲しいんだよねー。,共感,共感,驚き
缶でブラック飲むのはきついやろ。え、でもネスカフェが一番おいしくない？缶でも。,うん、うん、ネスカフェが一番おいしい。,共感,共感,喜び
わたし、コーヒー店に勤務してた。２年間ぐらい。,へー。すごいじゃん。,共感,共感,驚き
ヘーゼルナッツとかが入っとるコーヒーとかさー。すごいなんか甘いし、なんか、うん。変な香りだけが、すごい嫌なん。,そうそうそうそう。,共感,共感,悲しみ
エリーゼって絶対チョコのがなくなるんやて。でも一番チョコのが少ないんよな。あとは全部おんなしような味やんか。,そうそうそうそう、そうなんよ。,共感,共感,悲しみ
あー、すし食いたい。,あー、手巻きずし食べたーい。,共感,共感,期待
私このまま、結婚せずにダラダラ行きそう。,あ、わかるわかる。,共感,共感,期待
へー、この絵ハガキかわいい。うん。,ってか、えー、すげえかわいいやん。,共感,共感,喜び
ピアノとか頼まれるとなんか。うん。やだなー。練習しなあかんっていうプレッシャーがやだ。,うーん、わかる。,共感,共感,悲しみ
犬って健気すぎてかわいそうって思うよね。,思うよねえ。,共感,共感,喜び
猫はねー、なんかいつもは冷たいのにー、たまに、にゃーんって言って寄って来てー、ひざの上とかに乗って寝るとー、もうかわいーと思って。,うーん、かわいいかわいいー。,共感,共感,喜び
